Day,Verb,"Expression (EN)","Expression (KR)",Status
"Day 220",hold,"hold the ticket",,"한글 번역 없음"
"Day 220",hold,"hold the title",,"한글 번역 없음"
"Day 220",show,"I show my ticket",,"한글 번역 없음"
"Day 220",show,"show the answer",,"한글 번역 없음"
"Day 220",show,"show the card",,"한글 번역 없음"
"Day 220",show,"show the passport",,"한글 번역 없음"
"Day 220",show,"show the picture",,"한글 번역 없음"
"Day 220",show,"show the result",,"한글 번역 없음"
"Day 220",show,"show the ticket",,"한글 번역 없음"
"Day 220",show,"show the video",,"한글 번역 없음"
"Day 221",carry,"I carry my passport",,"한글 번역 없음"
"Day 221",carry,"carry money",,"한글 번역 없음"
"Day 221",carry,"carry the key",,"한글 번역 없음"
"Day 221",carry,"carry the passport",,"한글 번역 없음"
"Day 221",carry,"carry the phone",,"한글 번역 없음"
"Day 221",carry,"carry the purse",,"한글 번역 없음"
"Day 221",carry,"carry the ticket",,"한글 번역 없음"
"Day 221",carry,"carry the wallet",,"한글 번역 없음"
"Day 221",wait,"I wait in a line",,"한글 번역 없음"
"Day 221",wait,"wait in a circle",,"한글 번역 없음"
"Day 221",wait,"wait in a line",,"한글 번역 없음"
"Day 221",wait,"wait in a queue",,"한글 번역 없음"
"Day 221",wait,"wait in a ring",,"한글 번역 없음"
"Day 221",wait,"wait in a row",,"한글 번역 없음"
"Day 221",wait,"wait in line",,"한글 번역 없음"
"Day 221",wait,"wait in queue",,"한글 번역 없음"
"Day 221",board,"I board the plane",,"한글 번역 없음"
"Day 221",board,"board the boat",,"한글 번역 없음"
"Day 221",board,"board the bus",,"한글 번역 없음"
"Day 221",board,"board the elevator",,"한글 번역 없음"
"Day 221",board,"board the plane",,"한글 번역 없음"
"Day 221",board,"board the ship",,"한글 번역 없음"
"Day 221",board,"board the subway",,"한글 번역 없음"
"Day 221",board,"board the train",,"한글 번역 없음"
"Day 222",see,"I see the ticket",,"한글 번역 없음"
"Day 222",see,"see the chair",,"한글 번역 없음"
"Day 222",see,"see the desk",,"한글 번역 없음"
"Day 222",see,"see the door",,"한글 번역 없음"
"Day 222",see,"see the table",,"한글 번역 없음"
"Day 222",see,"see the ticket",,"한글 번역 없음"
"Day 222",see,"see the train",,"한글 번역 없음"
"Day 222",see,"see the window",,"한글 번역 없음"
"Day 222",find,"I find my seat",,"한글 번역 없음"
"Day 222",find,"find the bag",,"한글 번역 없음"
"Day 222",find,"find the book",,"한글 번역 없음"
"Day 222",find,"find the box",,"한글 번역 없음"
"Day 222",find,"find the card",,"한글 번역 없음"
"Day 222",find,"find the key",,"한글 번역 없음"
"Day 222",find,"find the phone",,"한글 번역 없음"
"Day 222",find,"find the seat",,"한글 번역 없음"
"Day 222",read,"I read the guide",,"한글 번역 없음"
"Day 222",read,"read the answer",,"한글 번역 없음"
"Day 222",read,"read the board",,"한글 번역 없음"
"Day 222",read,"read the comic",,"한글 번역 없음"
"Day 222",read,"read the email",,"한글 번역 없음"
"Day 222",read,"read the guide",,"한글 번역 없음"
"Day 222",read,"read the magazine",,"한글 번역 없음"
"Day 222",read,"read the note",,"한글 번역 없음"
"Day 223",experience,"I experince the culture",,"한글 번역 없음"
"Day 223",experience,"experience the beauty",,"한글 번역 없음"
"Day 223",experience,"experience the culture",,"한글 번역 없음"
"Day 223",experience,"experience the difference",,"한글 번역 없음"
"Day 223",experience,"experience the life",,"한글 번역 없음"
"Day 223",experience,"experience the nature",,"한글 번역 없음"
"Day 223",experience,"experience the reality",,"한글 번역 없음"
"Day 223",experience,"experience the world",,"한글 번역 없음"
"Day 223",extend,"I extend the stay",,"한글 번역 없음"
"Day 223",extend,"extend the deadline",,"한글 번역 없음"
"Day 223",extend,"extend the life",,"한글 번역 없음"
"Day 223",extend,"extend the period",,"한글 번역 없음"
"Day 223",extend,"extend the stay",,"한글 번역 없음"
"Day 223",extend,"extend the term",,"한글 번역 없음"
"Day 223",extend,"extend the time",,"한글 번역 없음"
"Day 223",extend,"extend the warranty",,"한글 번역 없음"
"Day 223",record,"I record the experience",,"한글 번역 없음"
"Day 223",record,"record the event",,"한글 번역 없음"
"Day 223",record,"record the experience",,"한글 번역 없음"
"Day 223",record,"record the feeling",,"한글 번역 없음"
"Day 223",record,"record the idea",,"한글 번역 없음"
"Day 223",record,"record the journey",,"한글 번역 없음"
"Day 223",record,"record the memory",,"한글 번역 없음"
"Day 223",record,"record the moment",,"한글 번역 없음"
"Day 224",expand,"I expand the view",,"한글 번역 없음"
"Day 224",expand,"expand the base",,"한글 번역 없음"
"Day 224",expand,"expand the influence",,"한글 번역 없음"
"Day 224",expand,"expand the network",,"한글 번역 없음"
"Day 224",expand,"expand the scale",,"한글 번역 없음"
"Day 224",expand,"expand the scope",,"한글 번역 없음"
"Day 224",expand,"expand the size",,"한글 번역 없음"
"Day 224",expand,"expand the view",,"한글 번역 없음"
"Day 224",discover,"I discover the difference",,"한글 번역 없음"
"Day 224",discover,"discover the beauty",,"한글 번역 없음"
"Day 224",discover,"discover the culture",,"한글 번역 없음"
"Day 224",discover,"discover the difference",,"한글 번역 없음"
"Day 224",discover,"discover the meaning",,"한글 번역 없음"
"Day 224",discover,"discover the possibility",,"한글 번역 없음"
"Day 224",discover,"discover the reason",,"한글 번역 없음"
"Day 224",discover,"discover the solution",,"한글 번역 없음"
"Day 224",keep,"I keep the memory",,"한글 번역 없음"
"Day 224",keep,"keep the book",,"한글 번역 없음"
"Day 224",keep,"keep the food",,"한글 번역 없음"
"Day 224",keep,"keep the letter",,"한글 번역 없음"
"Day 224",keep,"keep the memory",,"한글 번역 없음"
"Day 224",keep,"keep the original",,"한글 번역 없음"
"Day 224",keep,"keep the paper",,"한글 번역 없음"
"Day 224",keep,"keep the receipt",,"한글 번역 없음"
"Day 225",have,"I have a fever",,"한글 번역 없음"
"Day 225",have,"have a chill",,"한글 번역 없음"
"Day 225",have,"have a cold",,"한글 번역 없음"
"Day 225",have,"have a disease",,"한글 번역 없음"
"Day 225",have,"have a fever",,"한글 번역 없음"
"Day 225",have,"have a virus",,"한글 번역 없음"
"Day 225",have,"have an infection",,"한글 번역 없음"
"Day 225",have,"have the flu",,"한글 번역 없음"
"Day 225",become,"I become sick",,"한글 번역 없음"
"Day 225",become,"become angry",,"한글 번역 없음"
"Day 225",become,"become famous",,"한글 번역 없음"
"Day 225",become,"become happy",,"한글 번역 없음"
"Day 225",become,"become nervous",,"한글 번역 없음"
"Day 225",become,"become rich",,"한글 번역 없음"
"Day 225",become,"become sick",,"한글 번역 없음"
"Day 225",become,"become tired",,"한글 번역 없음"
"Day 225",hate,"I hate the cold",,"한글 번역 없음"
"Day 225",hate,"hate the cold",,"한글 번역 없음"
"Day 225",hate,"hate the heat",,"한글 번역 없음"
"Day 225",hate,"hate the rain",,"한글 번역 없음"
"Day 225",hate,"hate the smell",,"한글 번역 없음"
"Day 225",hate,"hate the snow",,"한글 번역 없음"
"Day 225",hate,"hate the sound",,"한글 번역 없음"
"Day 225",hate,"hate the weather",,"한글 번역 없음"
"Day 226",consider,"I consider the risk",,"한글 번역 없음"
"Day 226",consider,"consider the change",,"한글 번역 없음"
"Day 226",consider,"consider the effect",,"한글 번역 없음"
"Day 226",consider,"consider the impact",,"한글 번역 없음"
"Day 226",consider,"consider the price",,"한글 번역 없음"
"Day 226",consider,"consider the risk",,"한글 번역 없음"
"Day 226",consider,"consider the situation",,"한글 번역 없음"
"Day 226",consider,"consider the time",,"한글 번역 없음"
"Day 226","go to","I go to the hospital",,"한글 번역 없음"
"Day 226","go to","go to the bank",,"한글 번역 없음"
"Day 226","go to","go to the gallery",,"한글 번역 없음"
"Day 226","go to","go to the hospital",,"한글 번역 없음"
"Day 226","go to","go to the museum",,"한글 번역 없음"
"Day 226","go to","go to the park",,"한글 번역 없음"
"Day 226","go to","go to the restaurant",,"한글 번역 없음"
"Day 226","go to","go to the theater",,"한글 번역 없음"
"Day 226",see,"I see the doctor",,"한글 번역 없음"
"Day 226",see,"see the dentist",,"한글 번역 없음"
"Day 226",see,"see the doctor",,"한글 번역 없음"
"Day 226",see,"see the family",,"한글 번역 없음"
"Day 226",see,"see the friend",,"한글 번역 없음"
"Day 226",see,"see the nurse",,"한글 번역 없음"
"Day 226",see,"see the patient",,"한글 번역 없음"
"Day 226",see,"see the teacher",,"한글 번역 없음"
"Day 227",get,"I get a checkup",,"한글 번역 없음"
"Day 227",get,"get a checkup",,"한글 번역 없음"
"Day 227",get,"get a compliment",,"한글 번역 없음"
"Day 227",get,"get a gift",,"한글 번역 없음"
"Day 227",get,"get a promotion",,"한글 번역 없음"
"Day 227",get,"get a reply",,"한글 번역 없음"
"Day 227",get,"get a score",,"한글 번역 없음"
"Day 227",get,"get a text",,"한글 번역 없음"
"Day 227",follow,"I follow the instruction",,"한글 번역 없음"
"Day 227",follow,"follow the advice",,"한글 번역 없음"
"Day 227",follow,"follow the example",,"한글 번역 없음"
"Day 227",follow,"follow the guideline",,"한글 번역 없음"
"Day 227",follow,"follow the instruction",,"한글 번역 없음"
"Day 227",follow,"follow the order",,"한글 번역 없음"
"Day 227",follow,"follow the rule",,"한글 번역 없음"
"Day 227",follow,"follow the trend",,"한글 번역 없음"
"Day 227",lie,"I lie on the bed",,"한글 번역 없음"
"Day 227",lie,"lie on the bed",,"한글 번역 없음"
"Day 227",lie,"lie on the bench",,"한글 번역 없음"
"Day 227",lie,"lie on the carpet",,"한글 번역 없음"
"Day 227",lie,"lie on the couch",,"한글 번역 없음"
"Day 227",lie,"lie on the floor",,"한글 번역 없음"
"Day 227",lie,"lie on the sofa",,"한글 번역 없음"
"Day 227",lie,"lie on the table",,"한글 번역 없음"
"Day 228",touch,"I touch my head",,"한글 번역 없음"
"Day 228",touch,"tocuh the button",,"한글 번역 없음"
"Day 228",touch,"tocuh the cheek",,"한글 번역 없음"
"Day 228",touch,"tocuh the face",,"한글 번역 없음"
"Day 228",touch,"tocuh the hair",,"한글 번역 없음"
"Day 228",touch,"tocuh the screen",,"한글 번역 없음"
"Day 228",touch,"tocuh the shoulder",,"한글 번역 없음"
"Day 228",touch,"touch the head",,"한글 번역 없음"
"Day 228",be,"I am worried",,"한글 번역 없음"
"Day 228",be,"be confused",,"한글 번역 없음"
"Day 228",be,"be depressed",,"한글 번역 없음"
"Day 228",be,"be embarrassed",,"한글 번역 없음"
"Day 228",be,"be frightened",,"한글 번역 없음"
"Day 228",be,"be scared",,"한글 번역 없음"
"Day 228",be,"be surprised",,"한글 번역 없음"
"Day 228",be,"be worried",,"한글 번역 없음"
"Day 228",talk,"I talk to the doctor",,"한글 번역 없음"
"Day 228",talk,"talk to the audience",,"한글 번역 없음"
"Day 228",talk,"talk to the boss",,"한글 번역 없음"
"Day 228",talk,"talk to the dentist",,"한글 번역 없음"
"Day 228",talk,"talk to the doctor",,"한글 번역 없음"
"Day 228",talk,"talk to the fan",,"한글 번역 없음"
"Day 228",talk,"talk to the nurse",,"한글 번역 없음"
"Day 228",talk,"talk to the patient",,"한글 번역 없음"
"Day 229",catch,"I catch a cold",,"한글 번역 없음"
"Day 229",catch,"catch a chill",,"한글 번역 없음"
"Day 229",catch,"catch a cold",,"한글 번역 없음"
"Day 229",catch,"catch a disease",,"한글 번역 없음"
"Day 229",catch,"catch a fever",,"한글 번역 없음"
"Day 229",catch,"catch a virus",,"한글 번역 없음"
"Day 229",catch,"catch an infection",,"한글 번역 없음"
"Day 229",catch,"catch the flu",,"한글 번역 없음"
"Day 229",feel,"I feel chilly",,"한글 번역 없음"
"Day 229",feel,"feel chilly",,"한글 번역 없음"
"Day 229",feel,"feel dizzy",,"한글 번역 없음"
"Day 229",feel,"feel itchy",,"한글 번역 없음"
"Day 229",feel,"feel nauseous",,"한글 번역 없음"
"Day 229",feel,"feel numb",,"한글 번역 없음"
"Day 229",feel,"feel sick",,"한글 번역 없음"
"Day 229",feel,"feel stiff",,"한글 번역 없음"
"Day 229",show,"I show my throat",,"한글 번역 없음"
"Day 229",show,"show the eyes",,"한글 번역 없음"
"Day 229",show,"show the face",,"한글 번역 없음"
"Day 229",show,"show the finger",,"한글 번역 없음"
"Day 229",show,"show the hand",,"한글 번역 없음"
"Day 229",show,"show the leg",,"한글 번역 없음"
"Day 229",show,"show the throat",,"한글 번역 없음"
"Day 229",show,"show the tongue",,"한글 번역 없음"
"Day 230",have,"I have a runny nose",,"한글 번역 없음"
"Day 230",have,"have a bad cough",,"한글 번역 없음"
"Day 230",have,"have a headache",,"한글 번역 없음"
"Day 230",have,"have a heart attack",,"한글 번역 없음"
"Day 230",have,"have a runny nose",,"한글 번역 없음"
"Day 230",have,"have a sore throat",,"한글 번역 없음"
"Day 230",have,"have a stormachache",,"한글 번역 없음"
"Day 230",have,"have a toothache",,"한글 번역 없음"
"Day 230",get,"I get a shot",,"한글 번역 없음"
"Day 230",get,"get a blood test",,"한글 번역 없음"
"Day 230",get,"get a prescription",,"한글 번역 없음"
"Day 230",get,"get a shot",,"한글 번역 없음"
"Day 230",get,"get a treatment",,"한글 번역 없음"
"Day 230",get,"get a vaccine",,"한글 번역 없음"
"Day 230",get,"get an Xray",,"한글 번역 없음"
"Day 230",get,"get an injection",,"한글 번역 없음"
"Day 230",recover,"I recover from the illness",,"한글 번역 없음"
"Day 230",recover,"recover from the cold",,"한글 번역 없음"
"Day 230",recover,"recover from the disease",,"한글 번역 없음"
"Day 230",recover,"recover from the flu",,"한글 번역 없음"
"Day 230",recover,"recover from the illness",,"한글 번역 없음"
"Day 230",recover,"recover from the operation",,"한글 번역 없음"
"Day 230",recover,"recover from the pain",,"한글 번역 없음"
"Day 230",recover,"recover from the surgery",,"한글 번역 없음"
"Day 231",bang,"I bang my knee",,"한글 번역 없음"
"Day 231",bang,"bang the door",,"한글 번역 없음"
"Day 231",bang,"bang the drum",,"한글 번역 없음"
"Day 231",bang,"bang the elbow",,"한글 번역 없음"
"Day 231",bang,"bang the head",,"한글 번역 없음"
"Day 231",bang,"bang the knee",,"한글 번역 없음"
"Day 231",bang,"bang the leg",,"한글 번역 없음"
"Day 231",bang,"bang the table",,"한글 번역 없음"
"Day 231",cry,"I cry bitterly",,"한글 번역 없음"
"Day 231",cry,"cry bitterly",,"한글 번역 없음"
"Day 231",cry,"cry endlessly",,"한글 번역 없음"
"Day 231",cry,"cry loudly",,"한글 번역 없음"
"Day 231",cry,"cry quietly",,"한글 번역 없음"
"Day 231",cry,"cry sadly",,"한글 번역 없음"
"Day 231",cry,"cry softly",,"한글 번역 없음"
